pattern_type_id,pattern_boundary_type,pattern_duration_weeks,pattern_height_pct,measured_move_target_pct,reward_risk_ratio,pattern_touches_upper,pattern_touches_lower,breakout_direction,trend_direction_lt,weekly_chart_alignment,breakout_strength_pct,gap_breakout,last_day_rule_stop_pct,oi_change_in_pattern_pct,volume_breakout_vs_avg,news_sentiment_vs_pattern,pattern_obviousness_score,symbol,entry_date,entry_price,breakout_success
8.0,0.0,1.4,14.68,14.68,2.591,1.0,1.0,-1.0,0.0,0.0,-6.785,0.0,5.666,0.0,0.254,0.0,0.449,INFY,2023-08-16 00:00:00,1418.5,0
0.0,0.0,6.8,15.24,15.24,1.442,1.0,1.0,-1.0,1.0,0.0,-7.567,0.0,10.57,0.0,0.357,0.0,0.821,INFY,2023-08-23 00:00:00,1407.949951171875,0
0.0,0.0,7.8,15.336,15.336,1.206,1.0,1.0,-1.0,1.0,0.0,-8.632,0.0,12.718,0.0,0.409,0.0,0.881,INFY,2023-08-30 00:00:00,1435.1500244140625,0
0.0,0.0,8.8,15.433,15.433,0.864,1.0,1.0,-1.0,1.0,0.0,-13.326,0.0,17.862,0.0,0.756,0.0,0.885,INFY,2023-09-06 00:00:00,1477.449951171875,0
5.0,0.0,12.0,16.105,16.105,10.073,2.0,2.0,1.0,1.0,1.0,-0.193,1.0,1.599,0.0,0.998,0.0,1.0,INFY,2023-09-13 00:00:00,1498.3499755859375,0
5.0,0.0,12.0,17.188,17.188,18.231,2.0,1.0,1.0,1.0,1.0,-1.854,0.0,0.943,0.0,0.61,0.0,1.0,INFY,2023-09-21 00:00:00,1501.75,0
5.0,0.0,12.0,14.547,14.547,12.59,2.0,1.0,1.0,0.0,0.0,-3.385,0.0,1.155,0.0,0.577,0.0,1.0,INFY,2023-09-28 00:00:00,1439.449951171875,0
9.0,0.0,10.8,16.352,16.352,1.251,2.0,1.0,-1.0,0.0,0.0,-12.142,0.0,13.077,0.0,1.184,0.0,1.0,INFY,2023-10-06 00:00:00,1478.699951171875,0
9.0,0.0,11.8,16.352,16.352,1.07,3.0,1.0,-1.0,1.0,0.0,-12.299,0.0,15.28,0.0,1.777,0.0,1.0,INFY,2023-10-13 00:00:00,1431.1500244140625,0
9.0,0.0,4.6,8.362,8.362,5.006,2.0,1.0,-1.0,0.0,0.0,-2.404,1.0,1.67,0.0,1.132,0.0,0.487,INFY,2023-10-20 00:00:00,1427.25,0
6.0,0.0,12.0,12.449,12.449,8.583,3.0,3.0,-1.0,0.0,0.0,-2.366,0.0,1.45,0.0,0.874,0.0,0.831,INFY,2023-10-30 00:00:00,1377.050048828125,0
6.0,0.0,12.0,12.005,12.005,40.015,3.0,2.0,-1.0,0.0,0.0,-2.767,0.0,0.3,0.0,0.659,0.0,0.818,INFY,2023-11-06 00:00:00,1403.300048828125,0
6.0,0.0,12.0,12.182,12.182,38.779,3.0,2.0,-1.0,0.0,0.0,-1.273,1.0,0.314,0.0,0.589,0.0,0.823,INFY,2023-11-13 00:00:00,1373.550048828125,0
10.0,0.0,2.6,7.23,7.23,24.101,3.0,1.0,1.0,0.0,0.0,-1.156,0.0,0.3,0.0,0.857,0.0,0.529,INFY,2023-11-21 00:00:00,1439.0,0
10.0,0.0,3.6,8.261,8.261,27.536,1.0,1.0,1.0,0.0,0.0,-1.717,0.0,0.3,0.0,0.95,0.0,0.61,INFY,2023-11-29 00:00:00,1459.5999755859375,0
20.0,1.0,6.4,8.835,8.835,1.136,3.0,2.0,-1.0,0.0,0.0,-7.569,0.0,7.781,0.0,1.163,0.0,0.626,INFY,2023-12-06 00:00:00,1474.300048828125,0
5.0,0.0,12.0,11.129,11.129,5.432,3.0,2.0,1.0,0.0,0.0,-2.789,0.0,2.049,0.0,1.2,0.0,0.782,INFY,2023-12-13 00:00:00,1449.0,1
5.0,0.0,12.0,15.488,15.488,16.036,2.0,2.0,1.0,1.0,1.0,-2.178,0.0,0.966,0.0,0.774,0.0,1.0,INFY,2023-12-20 00:00:00,1536.4000244140625,0
5.0,0.0,12.0,15.401,15.401,10.448,2.0,2.0,1.0,0.0,0.0,-1.626,0.0,1.474,0.0,0.762,0.0,0.971,INFY,2023-12-28 00:00:00,1562.6500244140625,0
5.0,0.0,12.0,16.198,16.198,53.993,2.0,2.0,1.0,1.0,1.0,-6.466,0.0,0.3,0.0,1.37,0.0,0.99,INFY,2024-01-04 00:00:00,1512.699951171875,0
5.0,0.0,12.0,15.879,15.879,16.198,2.0,2.0,1.0,1.0,1.0,-4.589,0.0,0.98,0.0,0.749,0.0,1.0,INFY,2024-01-11 00:00:00,1494.199951171875,1
5.0,0.0,12.0,19.101,19.101,15.704,1.0,2.0,1.0,1.0,1.0,-1.487,0.0,1.216,0.0,1.546,0.0,1.0,INFY,2024-01-18 00:00:00,1642.5999755859375,0
5.0,0.0,12.0,19.705,19.705,29.631,3.0,1.0,1.0,1.0,1.0,-0.681,0.0,0.665,0.0,1.433,0.0,1.0,INFY,2024-01-29 00:00:00,1656.5999755859375,0
5.0,0.0,12.0,21.112,21.112,12.61,1.0,1.0,1.0,1.0,1.0,-1.463,0.0,1.674,0.0,1.226,0.0,1.0,INFY,2024-02-05 00:00:00,1687.199951171875,0
5.0,0.0,12.0,21.694,21.694,37.922,2.0,1.0,1.0,1.0,1.0,-3.673,0.0,0.572,0.0,0.701,0.0,1.0,INFY,2024-02-12 00:00:00,1680.0999755859375,0
5.0,0.0,12.0,17.98,17.98,22.332,2.0,3.0,1.0,1.0,1.0,-1.809,1.0,0.805,0.0,0.758,0.0,1.0,INFY,2024-02-19 00:00:00,1699.75,0
0.0,0.0,5.6,6.902,6.902,1.741,2.0,3.0,-1.0,1.0,0.0,-3.493,0.0,3.965,0.0,0.907,0.0,0.371,INFY,2024-02-26 00:00:00,1660.1500244140625,1
6.0,0.0,12.0,20.338,20.338,1.517,2.0,1.0,-1.0,1.0,0.0,-15.459,0.0,13.406,0.0,0.983,0.0,0.984,INFY,2024-03-04 00:00:00,1637.199951171875,0
10.0,0.0,3.6,7.917,7.917,1.097,2.0,1.0,1.0,0.0,0.0,-6.48,0.0,7.216,0.0,1.346,0.0,0.478,INFY,2024-03-12 00:00:00,1612.949951171875,0
6.0,0.0,12.0,16.037,16.037,2.56,2.0,3.0,-1.0,0.0,0.0,-7.806,0.0,6.265,0.0,0.787,0.0,0.809,INFY,2024-03-19 00:00:00,1561.449951171875,0
6.0,0.0,12.0,16.508,16.508,16.649,2.0,4.0,-1.0,0.0,0.0,-0.407,1.0,0.992,0.0,1.271,0.0,0.821,INFY,2024-03-27 00:00:00,1483.8499755859375,0
6.0,0.0,12.0,17.425,17.425,17.855,2.0,3.0,-1.0,-1.0,1.0,-0.383,1.0,0.976,0.0,1.278,0.0,0.86,INFY,2024-04-04 00:00:00,1486.699951171875,0
6.0,0.0,12.0,17.735,17.735,16.933,2.0,3.0,-1.0,-1.0,1.0,-2.643,0.0,1.047,0.0,0.963,0.0,0.901,INFY,2024-04-12 00:00:00,1484.75,0
6.0,0.0,12.0,25.102,25.102,22.708,2.0,1.0,-1.0,-1.0,1.0,-2.357,1.0,1.105,0.0,2.854,0.0,1.0,INFY,2024-04-22 00:00:00,1432.75,0
6.0,0.0,12.0,24.768,24.768,23.383,2.0,1.0,-1.0,-1.0,1.0,-3.735,0.0,1.059,0.0,1.133,0.0,1.0,INFY,2024-04-29 00:00:00,1434.75,0
6.0,0.0,12.0,24.844,24.844,17.891,2.0,1.0,-1.0,-1.0,1.0,-3.42,0.0,1.389,0.0,0.889,0.0,1.0,INFY,2024-05-07 00:00:00,1440.949951171875,0
5.0,0.0,12.0,19.805,19.805,1.237,2.0,1.0,1.0,-1.0,0.0,-16.83,0.0,16.005,0.0,0.51,0.0,1.0,INFY,2024-05-14 00:00:00,1424.699951171875,1
5.0,0.0,12.0,19.576,19.576,1.226,1.0,1.0,1.0,-1.0,0.0,-16.205,0.0,15.964,0.0,0.899,0.0,1.0,INFY,2024-05-22 00:00:00,1454.800048828125,1
5.0,0.0,12.0,18.616,18.616,1.546,2.0,1.0,1.0,-1.0,0.0,-13.079,0.0,12.038,0.0,0.805,0.0,1.0,INFY,2024-05-29 00:00:00,1450.949951171875,1
5.0,0.0,12.0,18.697,18.697,1.098,2.0,1.0,1.0,-1.0,0.0,-16.27,0.0,17.032,0.0,1.603,0.0,1.0,INFY,2024-06-05 00:00:00,1430.0999755859375,1
5.0,0.0,12.0,18.562,18.562,2.516,1.0,1.0,1.0,0.0,0.0,-9.772,0.0,7.378,0.0,0.536,0.0,1.0,INFY,2024-06-12 00:00:00,1485.199951171875,1
5.0,0.0,12.0,15.412,15.412,3.717,1.0,1.0,1.0,0.0,0.0,-5.482,0.0,4.147,0.0,0.611,0.0,0.966,INFY,2024-06-20 00:00:00,1515.4000244140625,1
5.0,0.0,12.0,12.942,12.942,34.983,1.0,1.0,1.0,0.0,0.0,-1.095,0.0,0.37,0.0,0.545,0.0,0.825,INFY,2024-06-27 00:00:00,1573.3499755859375,0
5.0,0.0,12.0,17.061,17.061,12.974,2.0,1.0,1.0,1.0,1.0,-0.526,0.0,1.315,0.0,0.809,0.0,1.0,INFY,2024-07-04 00:00:00,1650.6500244140625,1
5.0,0.0,12.0,19.151,19.151,29.5,4.0,1.0,1.0,1.0,1.0,-1.538,0.0,0.649,0.0,1.102,0.0,1.0,INFY,2024-07-11 00:00:00,1652.699951171875,1
5.0,0.0,12.0,23.153,23.153,10.424,1.0,1.0,1.0,1.0,1.0,-0.416,0.0,2.221,0.0,1.329,0.0,1.0,INFY,2024-07-19 00:00:00,1792.949951171875,0
5.0,0.0,12.0,26.613,26.613,37.794,3.0,1.0,1.0,1.0,1.0,-1.039,0.0,0.704,0.0,0.655,0.0,1.0,INFY,2024-07-26 00:00:00,1878.9000244140625,0
5.0,0.0,12.0,29.399,29.399,72.62,1.0,1.0,1.0,1.0,1.0,-2.648,0.0,0.405,0.0,0.852,0.0,1.0,INFY,2024-08-02 00:00:00,1821.199951171875,0
5.0,0.0,12.0,31.245,31.245,33.934,1.0,1.0,1.0,1.0,1.0,-8.4,0.0,0.921,0.0,0.701,0.0,1.0,INFY,2024-08-09 00:00:00,1770.75,0
6.0,0.0,12.0,37.438,37.438,1.338,1.0,1.0,-1.0,1.0,0.0,-36.854,0.0,27.98,0.0,0.832,0.0,1.0,INFY,2024-08-19 00:00:00,1864.800048828125,0
6.0,0.0,12.0,37.537,37.537,1.262,2.0,1.0,-1.0,1.0,0.0,-37.085,0.0,29.749,0.0,0.586,0.0,1.0,INFY,2024-08-26 00:00:00,1876.1500244140625,0
6.0,0.0,12.0,38.518,38.518,1.06,3.0,1.0,-1.0,1.0,0.0,-38.821,0.0,36.354,0.0,1.719,0.0,1.0,INFY,2024-09-02 00:00:00,1964.5,0
6.0,0.0,12.0,33.194,33.194,1.092,2.0,3.0,-1.0,1.0,0.0,-28.265,0.0,30.386,0.0,0.802,0.0,1.0,INFY,2024-09-09 00:00:00,1894.6500244140625,0
6.0,0.0,12.0,31.454,31.454,1.075,2.0,1.0,-1.0,1.0,0.0,-29.684,0.0,29.246,0.0,0.53,0.0,1.0,INFY,2024-09-16 00:00:00,1950.25,0
6.0,0.0,12.0,28.201,28.201,1.299,2.0,1.0,-1.0,1.0,0.0,-24.392,0.0,21.715,0.0,2.134,0.0,1.0,INFY,2024-09-23 00:00:00,1896.449951171875,0
6.0,0.0,12.0,21.067,21.067,1.073,3.0,2.0,-1.0,1.0,0.0,-17.122,0.0,19.626,0.0,2.13,0.0,1.0,INFY,2024-09-30 00:00:00,1875.5999755859375,0
20.0,1.0,8.0,29.119,29.119,1.015,2.0,1.0,-1.0,1.0,0.0,-27.884,0.0,28.677,0.0,0.961,0.0,0.681,HDFCBANK,2020-06-29 00:00:00,538.0250244140625,0
5.0,0.0,12.0,26.552,26.552,72.191,1.0,1.0,1.0,1.0,1.0,-3.357,0.0,0.368,0.0,0.654,0.0,0.767,HDFCBANK,2020-07-06 00:00:00,551.5,0
5.0,0.0,12.0,27.473,27.473,54.703,2.0,1.0,1.0,1.0,1.0,-2.178,0.0,0.502,0.0,0.438,0.0,0.91,HDFCBANK,2020-07-13 00:00:00,540.125,0
5.0,0.0,12.0,27.639,27.639,7.562,2.0,1.0,1.0,1.0,1.0,-2.766,0.0,3.655,0.0,0.744,0.0,0.9,HDFCBANK,2020-07-20 00:00:00,566.5250244140625,0
5.0,0.0,12.0,29.653,29.653,18.591,2.0,1.0,1.0,1.0,1.0,-3.355,0.0,1.595,0.0,0.516,0.0,1.0,HDFCBANK,2020-07-27 00:00:00,539.75,0
6.0,0.0,12.0,35.719,35.719,2.579,2.0,1.0,-1.0,1.0,0.0,-25.021,0.0,13.847,0.0,0.986,0.0,1.0,HDFCBANK,2020-08-03 00:00:00,501.0,0
6.0,0.0,12.0,37.364,37.364,2.086,2.0,1.0,-1.0,1.0,0.0,-26.359,0.0,17.908,0.0,0.649,0.0,1.0,HDFCBANK,2020-08-10 00:00:00,525.3250122070312,0
6.0,0.0,12.0,38.732,38.732,1.431,2.0,1.0,-1.0,0.0,0.0,-24.176,0.0,27.067,0.0,0.572,0.0,1.0,HDFCBANK,2020-08-17 00:00:00,516.375,0
1.0,0.0,5.4,15.849,15.849,52.829,2.0,1.0,1.0,1.0,1.0,-6.244,0.0,0.3,0.0,0.979,0.0,0.56,HDFCBANK,2020-08-24 00:00:00,558.5250244140625,0
1.0,0.0,6.4,16.246,16.246,54.154,2.0,1.0,1.0,1.0,1.0,-3.752,0.0,0.3,0.0,1.308,0.0,0.568,HDFCBANK,2020-08-31 00:00:00,557.9249877929688,0
21.0,1.0,7.4,14.358,14.358,3.715,2.0,1.0,1.0,1.0,1.0,-3.338,0.0,3.865,0.0,0.812,0.0,0.571,HDFCBANK,2020-09-07 00:00:00,555.25,0
21.0,1.0,8.4,14.358,14.358,2.12,2.0,1.0,1.0,0.0,0.0,-6.848,0.0,6.772,0.0,0.752,0.0,0.587,HDFCBANK,2020-09-14 00:00:00,528.9749755859375,1
13.0,1.0,8.8,16.611,16.611,1.663,1.0,1.0,-1.0,0.0,0.0,-6.475,0.0,9.99,0.0,0.904,0.0,0.594,HDFCBANK,2020-09-21 00:00:00,524.6500244140625,0
13.0,1.0,9.8,16.611,16.611,2.798,1.0,1.0,-1.0,0.0,0.0,-5.136,0.0,5.937,0.0,0.805,0.0,0.599,HDFCBANK,2020-09-28 00:00:00,527.0999755859375,0
10.0,0.0,7.0,11.194,11.194,3.402,3.0,3.0,1.0,0.0,0.0,-2.999,1.0,3.29,0.0,0.788,0.0,0.504,HDFCBANK,2020-10-06 00:00:00,572.0499877929688,1
10.0,0.0,8.0,19.372,19.372,64.575,2.0,3.0,1.0,1.0,1.0,-2.342,0.0,0.3,0.0,0.862,0.0,0.837,HDFCBANK,2020-10-13 00:00:00,599.2249755859375,0
10.0,0.0,9.0,19.372,19.372,64.575,2.0,3.0,1.0,1.0,1.0,-3.154,1.0,0.3,0.0,1.852,0.0,0.797,HDFCBANK,2020-10-20 00:00:00,611.9749755859375,0
5.0,0.0,12.0,21.306,21.306,40.952,3.0,1.0,1.0,1.0,1.0,-3.205,0.0,0.52,0.0,0.817,0.0,0.918,HDFCBANK,2020-10-27 00:00:00,616.5499877929688,0
5.0,0.0,12.0,18.992,18.992,6.114,3.0,3.0,1.0,1.0,1.0,-2.858,0.0,3.106,0.0,0.974,0.0,0.83,HDFCBANK,2020-11-03 00:00:00,623.9749755859375,1
5.0,0.0,12.0,24.3,24.3,12.85,1.0,3.0,1.0,1.0,1.0,-0.401,1.0,1.891,0.0,1.141,0.0,1.0,HDFCBANK,2020-11-10 00:00:00,696.8250122070312,0
5.0,0.0,12.0,28.459,28.459,86.622,1.0,3.0,1.0,1.0,1.0,-3.188,0.0,0.329,0.0,0.079,0.0,1.0,HDFCBANK,2020-11-17 00:00:00,704.2249755859375,0
5.0,0.0,12.0,28.585,28.585,20.709,2.0,3.0,1.0,1.0,1.0,-2.041,1.0,1.38,0.0,1.107,0.0,1.0,HDFCBANK,2020-11-24 00:00:00,719.0999755859375,0
5.0,0.0,12.0,30.657,30.657,56.333,1.0,3.0,1.0,1.0,1.0,-2.124,0.0,0.544,0.0,0.754,0.0,1.0,HDFCBANK,2020-12-02 00:00:00,703.4749755859375,0
6.0,0.0,12.0,41.533,41.533,1.328,1.0,3.0,-1.0,1.0,0.0,-34.273,0.0,31.273,0.0,0.829,0.0,1.0,HDFCBANK,2020-12-09 00:00:00,703.5999755859375,0
0.0,0.0,4.8,8.616,8.616,3.622,1.0,1.0,-1.0,1.0,0.0,-3.289,0.0,2.379,0.0,0.925,0.0,0.357,HDFCBANK,2020-12-16 00:00:00,705.3499755859375,0
6.0,0.0,12.0,40.007,40.007,1.276,1.0,1.0,-1.0,1.0,0.0,-31.693,0.0,31.36,0.0,0.962,0.0,1.0,HDFCBANK,2020-12-23 00:00:00,687.8250122070312,0
6.0,0.0,12.0,29.56,29.56,1.143,1.0,1.0,-1.0,1.0,0.0,-27.198,0.0,25.854,0.0,0.689,0.0,1.0,HDFCBANK,2020-12-31 00:00:00,718.1500244140625,0
9.0,0.0,2.8,7.435,7.435,1.053,7.0,1.0,-1.0,1.0,0.0,-5.617,0.0,7.063,0.0,1.252,0.0,0.345,HDFCBANK,2021-01-07 00:00:00,708.125,0
1.0,0.0,4.2,10.527,10.527,35.089,1.0,1.0,1.0,1.0,1.0,-1.754,1.0,0.3,0.0,0.95,0.0,0.534,HDFCBANK,2021-01-14 00:00:00,734.375,0
1.0,0.0,5.2,11.553,11.553,38.511,1.0,1.0,1.0,1.0,1.0,-1.3,0.0,0.3,0.0,0.732,0.0,0.576,HDFCBANK,2021-01-21 00:00:00,737.4000244140625,0
1.0,0.0,6.2,11.766,11.766,1.698,1.0,2.0,1.0,0.0,0.0,-9.275,0.0,6.928,0.0,2.197,0.0,0.55,HDFCBANK,2021-01-29 00:00:00,695.25,1
7.0,0.0,1.0,15.756,15.756,52.521,1.0,1.0,1.0,1.0,1.0,0.038,0.0,0.3,0.0,0.748,0.0,0.356,HDFCBANK,2021-02-05 00:00:00,798.7999877929688,0
5.0,0.0,12.0,18.421,18.421,35.54,2.0,2.0,1.0,1.0,1.0,-3.634,0.0,0.518,0.0,0.634,0.0,0.815,HDFCBANK,2021-02-12 00:00:00,790.9749755859375,0
5.0,0.0,12.0,19.237,19.237,47.46,1.0,2.0,1.0,1.0,1.0,-5.283,0.0,0.405,0.0,0.714,0.0,0.84,HDFCBANK,2021-02-19 00:00:00,769.5499877929688,0
5.0,0.0,12.0,18.613,18.613,62.043,2.0,2.0,1.0,1.0,1.0,-2.108,0.0,0.3,0.0,0.998,0.0,0.831,HDFCBANK,2021-02-26 00:00:00,767.2000122070312,0
5.0,0.0,12.0,19.265,19.265,23.089,2.0,2.0,1.0,1.0,1.0,-5.42,0.0,0.834,0.0,0.837,0.0,0.82,HDFCBANK,2021-03-05 00:00:00,765.0,0
10.0,0.0,2.4,7.563,7.563,1.223,1.0,2.0,1.0,1.0,1.0,-5.152,1.0,6.185,0.0,0.968,0.0,0.289,HDFCBANK,2021-03-15 00:00:00,764.3250122070312,0
10.0,0.0,3.4,9.913,9.913,1.0,1.0,2.0,1.0,0.0,0.0,-8.48,0.0,9.913,0.0,1.289,0.0,0.392,HDFCBANK,2021-03-22 00:00:00,734.5750122070312,0
10.0,0.0,4.4,11.367,11.367,1.146,1.0,1.0,1.0,0.0,0.0,-8.859,0.0,9.916,0.0,0.722,0.0,0.464,HDFCBANK,2021-03-30 00:00:00,776.8499755859375,0
6.0,0.0,12.0,21.352,21.352,49.017,2.0,1.0,-1.0,0.0,0.0,-4.348,0.0,0.436,0.0,0.934,0.0,0.731,HDFCBANK,2021-04-15 00:00:00,715.0499877929688,0
6.0,0.0,12.0,21.019,21.019,69.534,2.0,1.0,-1.0,-1.0,1.0,-5.999,1.0,0.302,0.0,1.876,0.0,0.715,HDFCBANK,2021-04-23 00:00:00,707.0750122070312,0
6.0,0.0,12.0,20.712,20.712,2.545,2.0,1.0,-1.0,-1.0,1.0,-8.832,0.0,8.137,0.0,1.18,0.0,0.693,HDFCBANK,2021-04-30 00:00:00,706.1500244140625,0
5.0,0.0,12.0,18.027,18.027,1.422,2.0,1.0,1.0,-1.0,0.0,-14.631,0.0,12.682,0.0,0.58,0.0,0.727,HDFCBANK,2021-05-07 00:00:00,707.375,0
0.0,0.0,3.8,9.578,9.578,9.172,1.0,3.0,-1.0,-1.0,1.0,-1.152,0.0,1.044,0.0,0.516,0.0,0.403,HDFCBANK,2021-05-17 00:00:00,720.125,0
0.0,0.0,4.8,9.547,9.547,1.174,2.0,3.0,-1.0,-1.0,1.0,-9.208,0.0,8.135,0.0,0.993,0.0,0.38,HDFCBANK,2021-05-24 00:00:00,754.9749755859375,0
5.0,0.0,12.0,16.097,16.097,4.438,2.0,1.0,1.0,0.0,0.0,-6.034,1.0,3.627,0.0,0.917,0.0,0.677,HDFCBANK,2021-05-31 00:00:00,757.9249877929688,0
5.0,0.0,12.0,16.144,16.144,8.019,1.0,1.0,1.0,0.0,0.0,-6.191,0.0,2.013,0.0,0.499,0.0,0.7,HDFCBANK,2021-06-07 00:00:00,749.9249877929688,0
9.0,0.0,3.0,4.414,4.414,1.893,5.0,1.0,-1.0,0.0,0.0,-1.634,0.0,2.332,0.0,0.552,0.0,0.262,HDFCBANK,2021-06-14 00:00:00,739.7249755859375,0
9.0,0.0,4.0,4.923,4.923,2.613,5.0,2.0,-1.0,0.0,0.0,-1.704,0.0,1.884,0.0,0.99,0.0,0.298,HDFCBANK,2021-06-21 00:00:00,744.3499755859375,0
9.0,0.0,5.0,4.923,4.923,1.209,6.0,3.0,-1.0,1.0,0.0,-4.131,0.0,4.072,0.0,0.878,0.0,0.298,HDFCBANK,2021-06-28 00:00:00,754.1749877929688,1
9.0,0.0,4.8,4.948,4.948,2.102,5.0,3.0,-1.0,0.0,0.0,-1.746,0.0,2.354,0.0,1.423,0.0,0.339,HDFCBANK,2021-07-05 00:00:00,747.7249755859375,0
9.0,0.0,5.8,6.21,6.21,1.481,3.0,3.0,-1.0,0.0,0.0,-3.23,1.0,4.192,0.0,1.021,0.0,0.414,HDFCBANK,2021-07-12 00:00:00,743.5,0
10.0,0.0,2.2,4.423,4.423,2.574,3.0,3.0,1.0,1.0,1.0,-1.488,1.0,1.718,0.0,0.449,0.0,0.325,HDFCBANK,2021-07-19 00:00:00,735.5,0
10.0,0.0,3.2,7.587,7.587,1.0,3.0,1.0,1.0,0.0,0.0,-7.17,0.0,7.587,0.0,0.978,0.0,0.563,HDFCBANK,2021-07-27 00:00:00,719.875,1
6.0,0.0,12.0,11.596,11.596,8.101,3.0,2.0,-1.0,0.0,0.0,-2.994,0.0,1.431,0.0,1.021,0.0,0.692,HDFCBANK,2021-08-03 00:00:00,717.3499755859375,0
9.0,0.0,4.6,9.525,9.525,6.054,2.0,3.0,-1.0,0.0,0.0,-7.115,0.0,1.573,0.0,0.756,0.0,0.606,HDFCBANK,2021-08-10 00:00:00,753.8250122070312,0
9.0,0.0,5.6,9.525,9.525,2.772,2.0,3.0,-1.0,0.0,0.0,-9.017,0.0,3.437,0.0,0.445,0.0,0.603,HDFCBANK,2021-08-17 00:00:00,757.3250122070312,0
1.0,0.0,7.0,11.364,11.364,11.193,1.0,3.0,1.0,0.0,0.0,-0.123,0.0,1.015,0.0,0.871,0.0,0.726,HDFCBANK,2021-09-01 00:00:00,789.5499877929688,0
1.0,0.0,8.0,12.23,12.23,6.244,3.0,3.0,1.0,0.0,0.0,-1.799,0.0,1.959,0.0,0.544,0.0,0.788,HDFCBANK,2021-09-08 00:00:00,788.2000122070312,0
1.0,0.0,9.0,12.168,12.168,3.271,3.0,3.0,1.0,0.0,0.0,-3.204,0.0,3.72,0.0,1.148,0.0,0.804,HDFCBANK,2021-09-16 00:00:00,779.9749755859375,0
11.0,0.0,4.8,7.533,7.533,1.746,3.0,1.0,-1.0,0.0,0.0,-3.206,0.0,4.313,0.0,0.93,0.0,0.439,HDFCBANK,2021-09-23 00:00:00,785.0,0
5.0,0.0,12.0,14.525,14.525,26.609,2.0,3.0,1.0,1.0,1.0,-2.547,0.0,0.546,0.0,1.251,0.0,0.918,HDFCBANK,2021-09-30 00:00:00,797.4749755859375,0
5.0,0.0,12.0,14.335,14.335,8.297,2.0,3.0,1.0,1.0,1.0,-1.26,0.0,1.728,0.0,1.415,0.0,0.917,HDFCBANK,2021-10-07 00:00:00,805.25,0
6.0,0.0,12.0,16.587,16.587,1.379,3.0,3.0,-1.0,1.0,0.0,-16.766,0.0,12.033,0.0,0.481,0.0,0.949,HDFCBANK,2021-10-14 00:00:00,843.7000122070312,0
6.0,0.0,12.0,22.296,22.296,1.325,1.0,3.0,-1.0,1.0,0.0,-19.395,0.0,16.822,0.0,0.767,0.0,1.0,HDFCBANK,2021-10-22 00:00:00,840.375,0
6.0,0.0,12.0,21.956,21.956,1.463,1.0,1.0,-1.0,1.0,0.0,-13.021,0.0,15.007,0.0,1.421,0.0,1.0,HDFCBANK,2021-10-29 00:00:00,791.4249877929688,0
10.0,0.0,4.8,9.565,9.565,1.223,1.0,2.0,1.0,0.0,0.0,-7.597,0.0,7.82,0.0,0.093,0.0,0.509,HDFCBANK,2021-11-08 00:00:00,800.125,0
10.0,0.0,5.8,10.98,10.98,1.053,1.0,1.0,1.0,0.0,0.0,-9.971,0.0,10.432,0.0,1.231,0.0,0.617,HDFCBANK,2021-11-15 00:00:00,778.625,0
0.0,0.0,7.6,14.778,14.778,9.538,1.0,1.0,-1.0,0.0,0.0,-1.087,0.0,1.549,0.0,1.254,0.0,0.758,HDFCBANK,2021-11-23 00:00:00,757.7750244140625,0
0.0,0.0,8.6,17.263,17.263,57.542,1.0,1.0,-1.0,0.0,0.0,-2.685,0.0,0.3,0.0,1.022,0.0,0.884,HDFCBANK,2021-11-30 00:00:00,746.7750244140625,0
0.0,0.0,9.6,17.325,17.325,57.75,1.0,1.0,-1.0,0.0,0.0,-2.859,0.0,0.3,0.0,0.556,0.0,0.889,HDFCBANK,2021-12-07 00:00:00,762.8499755859375,0
6.0,0.0,12.0,17.404,17.404,9.925,1.0,1.0,-1.0,0.0,0.0,-3.362,0.0,1.754,0.0,0.811,0.0,0.902,HDFCBANK,2021-12-14 00:00:00,751.2249755859375,0
6.0,0.0,12.0,21.808,21.808,9.611,1.0,1.0,-1.0,-1.0,1.0,-0.817,1.0,2.269,0.0,1.654,0.0,1.0,HDFCBANK,2021-12-21 00:00:00,720.9000244140625,0
6.0,0.0,12.0,21.43,21.43,71.432,1.0,1.0,-1.0,-1.0,1.0,-2.595,0.0,0.3,0.0,0.389,0.0,1.0,HDFCBANK,2021-12-28 00:00:00,730.4000244140625,0
5.0,0.0,12.0,19.305,19.305,2.392,1.0,1.0,1.0,-1.0,0.0,-11.904,1.0,8.072,0.0,0.78,0.0,1.0,HDFCBANK,2022-01-04 00:00:00,764.2750244140625,0
5.0,0.0,12.0,18.425,18.425,2.191,1.0,1.0,1.0,0.0,0.0,-9.614,0.0,8.409,0.0,0.754,0.0,1.0,HDFCBANK,2022-01-11 00:00:00,782.9500122070312,0
5.0,0.0,12.0,17.486,17.486,1.819,1.0,1.0,1.0,0.0,0.0,-10.919,0.0,9.615,0.0,1.871,0.0,1.0,HDFCBANK,2022-01-18 00:00:00,764.625,0
11.0,0.0,10.0,11.495,11.495,1.517,4.0,1.0,-1.0,0.0,0.0,-5.13,0.0,7.577,0.0,0.961,0.0,0.582,HDFCBANK,2022-01-25 00:00:00,744.0250244140625,1
1.0,0.0,9.2,10.237,10.237,1.42,3.0,1.0,1.0,0.0,0.0,-5.052,1.0,7.207,0.0,1.146,0.0,0.546,HDFCBANK,2022-02-02 00:00:00,765.5999755859375,0
